StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q1-1,Q1-2,Q2-2-a_1,Q28_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q2-3,Q2-4-1,Q2-4-2_10,Q2-4-2_11,Q2-4-2_12,Q2-4-2_13,Q2-4-2_14,Q2-4-2_15,Q2-4-2_16,Q2-4-3_1,Q2-4-3_2,Q2-4-3_13,Q2-4-3_3,Q2-4-3_4,Q2-4-3_5,Q2-4-3_6,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q4-1-1,Q4-1-2,Q4-1-3_1,Q4-1-3_2,Q4-1-3_13,Q4-1-3_3,Q4-1-3_4,Q4-1-3_5,Q4-1-3_6,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q27_1,Q27_2,Q27_13,Q27_3,Q27_4,Q27_5,Q27_6,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q4-1-4_7,Q4-2-1,Q4-2-2,Q2-1-1,Q2-1-1_4_TEXT,Q2-1-2,Q2-1-2_3_TEXT,Q2-1-3,intent,Group,solutionOneEmpty,solutionTwoEmpty,solutionThreeEmpty,solutionFourEmpty,solutionFiveEmpty,solutionSixEmpty,solutionSevenEmpty,newSolutionOneEmpty,newSolutionTwoEmpty,newSolutionThreeEmpty,newSolutionFourEmpty,newSolutionFiveEmpty,newSolutionSixEmpty,newSolutionSevenEmpty
2021-08-21 16:56:33,2021-08-21 17:08:52,IP Address,196.24.151.164,100,739,True,2021-08-21 17:08:53,R_8ibhZW2X8AsntwR,,,,,-33.91400146484375,18.41290283203125,anonymous,EN,611cf0c1b571ffef2625d941,Yes,,,5,142.728,189.409,190.85,4,There is a person who dislikes me and makes it difficult to work with in the workplace,Yes,,,,,,,,,,,,,,,14.115,14.115,189.187,1,,,,,6.843,65.542,67.134,2,There is a person who dislikes me and that person makes it difficult to work with in the workplace,Yes,,,,,,,,I can try to ignore the person,Confront the person and deal with the problem,,,,,,,,,,,,,7,3,,,,,,2,,,I am,23,Male,,Secondary education (e.g. GED/GCSE),no,Control,,,,,,,,false,false,,,,,
2021-08-21 16:58:12,2021-08-21 17:09:10,IP Address,31.61.187.103,100,657,True,2021-08-21 17:09:10,R_2bNrC0PpFCK7n9T,,,,,53.130706787109375,23.152496337890625,anonymous,EN,6050802350d764b9e8408a4b,Yes,,,4,5.501,103.365,104.222,7,I’ve been dating someone for couple of months now and he recently raised some red flags that I want to talk with him about. However I have no idea how to approach this subject with him.,Yes,"Wait and see how the situation will escalate, maybe my concerns will be solved by themselves.","Wait for a good moment to open up with my issues and then do it. ","Try to find out more about the issue by asking questions and talking around it and maybe I’ll get my answer without actually starting the subject ",Do do anything cuz maybe Im just overthinking it.,,,,6,9,5,2,,,,,,,,5.277,5.277,99.798,1,6.416,79.472,80.566,4,"The guy that I’ve been dating for couple of months has raised some red flags recently. I believe I need to muster up my courage and talk with him about it. ",No,3,10,3,1,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,1-10 times,I am,26,Female,,Graduate degree (MA/MSc/MPhil/other),no,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 16:56:48,2021-08-21 17:09:24,IP Address,187.195.97.47,100,755,True,2021-08-21 17:09:24,R_1jDPoMI3YCEpK0w,,,,,19.6909027099609375,-101.1759033203125,anonymous,EN,608b984741e060f2f191e232,Yes,,,4,97.067,98.783,110.614,2,"I am about to start my university career, and although I have the money to pay for the start, I know that it will generate different expenses during the next months and years, and I am worried about how I will get the money for when it is necessary
",Yes,"Get a part-time job
","Try to apply for a scholarship
","Take out a loan at a financial institution
","If it is very urgent to ask my family for help
","Only spend what is necessary in my personal life
","Sell ​​items I no longer use
","generate a daily savings plan
",7,9,4,10,7,8,9,0,0,182.791,0,,,,,43.781,49.895,51.424,3,"I will need money in the long term to continue my university career and I will use several methods to achieve it
",No,7,10,7,7,8,9,8,,,,,,,,,,,,,,,,,,,,,,4,,,I am,19,Male,,Technical/community college,no,Control,false,false,false,false,false,false,false,,,,,,,
2021-08-21 16:53:52,2021-08-21 17:09:44,IP Address,89.143.71.86,100,951,True,2021-08-21 17:09:44,R_25Sj9ii7yEyUHKo,,,,,45.511199951171875,13.5912933349609375,anonymous,EN,611377fd09174366ceb0193b,Yes,,,5,2.211,71.595,72.886,6,"I am currently very unhappy at my job. I work a lot and don't get paid enough in my opinion. I also don't feel appreciated or respected. ",Yes,find a new job,self-employment,I try to get a better agreement with my boss about my salary and working hours,I could win the lottery and don't need a job anymore,or marry someone rich,,,9,10,3,10,10,,,0,0,183.06,0,,,,,6.205,152.169,153.422,3,"I am currently unhappy about my job, I work too much and earn too little. I am therefore looking for a new job/way of earning money. But until I find something new I should stay positive and maybe get a better agreement with the boss. ",Yes,,,,,,,,Write to some companies directly and offer my services,Try to get a passive a few passive income sources,Try to be in a more positive mindset about it (be grateful that I have a job and so on),,,,,9,7,6,3,3,,,10,8,6,,,,,5,,,I am,27,Female,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,false,false,,,false,false,false,,,,
2021-08-21 16:58:51,2021-08-21 17:10:05,IP Address,197.229.3.137,100,673,True,2021-08-21 17:10:05,R_2fv2wMV5Jx3Ib92,,,,,-33.91400146484375,18.41290283203125,anonymous,EN,60fc6e3436fb17e9a4295693,Yes,,,5,10.397,100.788,103.057,3,"I can't save little money, but once it is used up I stress about it as if I could have done better than I did.",Yes,save it on bank,trade it,open a small business,,,,,2,4,1,,,,,,,,,20.506,20.506,63.907,1,28.56,67.852,70.06,4,Can't save small money,No,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,Yes,Never,I am,31,Male,,Technical/community college,no,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:57:07,2021-08-21 17:10:18,IP Address,89.133.103.200,100,791,True,2021-08-21 17:10:18,R_1IrQvOTCytODXrP,,,,,47.523193359375,21.6334075927734375,anonymous,EN,611d70b44274c0040dc5dd0f,Yes,,5,,4.591,126.296,127.85,2,"I am currently overweight, and looking for way to lose the weight in a healthy manner.",Yes,"I could possibly cut out all the food and drinks that contribute to my unhealthy weight gain, and go on a diet.",I could commit to the gym and stay dedicated.,I could follow a specific weightloss regime.,I could start doing some portion control.,,,,10,7,5,9,,,,0,0,183.876,0,,,,,6.365,61.049,62.451,2,I am currently over weight and look like to lose it in a healthy manner.,Yes,,,,,,,,I could start doing a sport that I'm interested in.,,,,,,,10,5,6,10,,,,10,,,,,,,5,,,I am,25,Female,,High school diploma/A-levels,yes,Control,false,false,false,false,,,,false,,,,,,
2021-08-21 16:56:22,2021-08-21 17:10:26,IP Address,41.112.175.137,100,843,True,2021-08-21 17:10:26,R_2uJRMNJbIbm8KjW,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,611cb646fc99d84182086c18,Yes,,,4,19.072,99.783,100.88,9,"Relationships, figuring out how to maintain and sustain a healthy relationship.",Yes,Committing to the relationship.,Investing more time in the relationship.,More emotional & physical presence.,Being more considerate.,Avoiding unnecessary arguments.,,,10,8,10,7,5,,,10.363,135.53,181.75,5,,,,,12.855,61.274,65.484,8,Maintaining healthy relationships.,No,10,8,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,I am,27,Male,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,false,false,,,,,,,,,
2021-08-21 16:57:33,2021-08-21 17:10:29,IP Address,105.12.7.39,100,776,True,2021-08-21 17:10:30,R_1otcNEmJci6PaYZ,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,611ecdafcd1d07cb481df66c,Yes,,,5,3.739,180.015,181.762,2,"anxiety and how it prevents me from socializing and living my life the way I want to live it. I cancel plans and forget about my bucket list because I know that when the time comes for me to do those things, anxiety will kick in.",Yes,"Go to Therapy ",Visit a doctor and be put on anxiety medication,,,,,,9,4,,,,,,0,0,183.56,0,,,,,7.292,137.191,138.886,2,Anxiety prevents me from living fully and it messes up with my goals and things i would like to do. Not being able to even convince myself that I will be fine out there is also another problem that contributes to me deciding to not go out there.,Yes,,,,,,,,Try out smaller places and study my reaction.,Force myself to go out there and see how it goes.,,,,,,9,5,,,,,,8,7,,,,,,5,,,I am,23,Male,,Undergraduate degree (BA/BSc/other),no,Control,false,false,,,,,,false,false,,,,,
2021-08-21 16:55:43,2021-08-21 17:10:40,IP Address,109.78.250.231,100,896,True,2021-08-21 17:10:40,R_1mhoaecZGtZmpjs,,,,,52.666900634765625,-8.6273956298828125,anonymous,EN,6119ccac57ccdd2c9df04b60,Yes,,3,,96.879,434.635,436.067,6,"My friend wanted to start a relationship with me while in a relationship with someone else while i did not want that, however this resulted in the guy attempting to harass me",Yes,assert domination on the guy and ignore the situation with my friend,talk to the guy and make it clear i wanted nothing to do with her,talk to the girl and make her talk to the guy,ignore both people and cut contact,,,,2,8,6,1,,,,,,,,0,0,31.868,0,31.653,32.591,89.323,2,"while it applied to the situation, it isnt an option i want to take so it isnt what im looking for",No,3,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Yes,Never,I am,19,Male,,Secondary education (e.g. GED/GCSE),yes,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 16:54:12,2021-08-21 17:10:41,IP Address,197.185.102.43,100,988,True,2021-08-21 17:10:41,R_2UXzZ49evSFoD8S,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,61196c2c6f63bc62a9eb770a,Yes,,5,,7.607,110.841,112.744,9,"I have a problem with getting a job relevant to my degree, for most of the posts i come across they require relevent experience which i do not have. ",Yes,Find any job that does not need experience.,"Obtain skills and experience in my current job. ","Apply for more entry levels jobs for my dream job. ","Be patient and not give up on applying. ",,,,6,8,9,10,,,,28.109,28.109,183.013,1,,,,,12.613,135.081,136.172,9,"I am having difficulties finding a job that is relevant to my qualification. In the 3 minutes i got to think that i should get my documents certified and rely more on government posts when applying.  ",Yes,,,,,,,,Certify my documents.,"Print out as many Z83 forms. ","Apply at the public sector more. ","Stop relying more on social media job posts. ",,,,2,5,10,10,,,,10,10,10,10,,,,5,,,I am,23,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,false,,,,false,false,false,false,,,
2021-08-21 16:54:29,2021-08-21 17:10:42,IP Address,89.138.139.129,100,972,True,2021-08-21 17:10:42,R_2QsUV7Een9HQr1D,,,,,32.0666046142578125,34.76519775390625,anonymous,EN,6101af9177b0130ac9bfc24c,Yes,,2,,2.098,23.953,57.495,3,finding something good to do with my time,Yes,find a hobby that I enjoy doing,make plans with people I enjoy spending time with,work,find a course I want to take part in,go to a camp abroad,try to read books again,be ok with not doing the most,5,10,7,7,8,7,6,0,0,188.391,0,,,,,6.97,132.546,133.616,2,I feel like I should be doing more with my time and so I'm not really able to enjoy spending time with myself which is what I do most of the time and there are always ways I can try and fix that but they aren't so reliable to me because I know I want something very perticular that I currently don't have and didn't have in the past,Yes,,,,,,,,work someplace new and maybe there find people I can be with,make plans on weekends when people I like to be with come back from the army,ask people I haven't talked with since the mechina,go to ofir's house in jaffa and make a day for myself maybe also visit yair,not care about what my parents think,,,4,10,8,9,8,8,9,9,8,7,9,10,,,4,,,I am,18,Female,,High school diploma/A-levels,yes,Control,false,false,false,false,false,false,false,false,false,false,false,false,,
2021-08-21 16:55:10,2021-08-21 17:11:13,IP Address,102.252.67.86,100,963,True,2021-08-21 17:11:14,R_1jJPmSKOk53ruDW,,,,,-25.7599029541015625,28.260406494140625,anonymous,EN,6107d42ed3cdfbecf95caf82,Yes,,,5,23.363,153.712,156.494,3,"i have a problem with the electricity bill. it is very expensive and my brothers do not help out with the house needs, even though they are employed and have income.",Yes,im considering moving out,solar energy as an alternative power source,gas as another option,having a family meeting where i voice my concerns,,,,8,10,10,9,,,,0,0,184.603,0,,,,,7.298,123.603,125.5,4,"my major problem, is the lack of contribution from my siblings with relation to a house which is our home. we inherited it after our mother died in february",Yes,,,,,,,,stop paying all bill effective immediately,stop buying groceries,move my internet cafe to a rented space,convince them to get tenants,,,,10,10,10,9,,,,5,7,6,10,,,,5,,,I am,32,Male,,Secondary education (e.g. GED/GCSE),no,Control,false,false,false,false,,,,false,false,false,false,,,
2021-08-21 16:54:26,2021-08-21 17:11:14,IP Address,79.169.159.90,100,1008,True,2021-08-21 17:11:15,R_1H7E9lcyjpg9WoU,,,,,39.7433013916015625,-8.80560302734375,anonymous,EN,610292736168955bb82cec28,Yes,,5,,4.098,169.799,171.043,7,"Sometimes I feel alone, like someone is missing in my life, although I'm surrounded by family and friends.",Yes,"Talk more oppenly about my fellings with people, maybe would help me relieve some of this emotions","Simply find someone that fills this ""empty"" space",,,,,,9,6,,,,,,,,,,90.787,90.787,92.988,1,14.89,244.928,246.322,10,"Sometimes I feel someone is missing in my life, like a partnership, I never had a serious relationship. I think the most important for me now is, not to find someone but, to learn dealing with this anxiety of never get to meet and love someone. I know that It's important to learn to love me first and to live with me...",Yes,,,,,,,,Stop thinking so much about this problem,"Focus on me, things come naturally",,,,,,9,5,,,,,,7,9,,,,,,4,No,1-10 times,I am,21,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,,,,,,false,false,,,,,
2021-08-21 16:57:47,2021-08-21 17:11:20,IP Address,102.249.3.108,100,813,True,2021-08-21 17:11:20,R_3QRTWNwX2eBQ41P,,,,,-29.8556060791015625,31.0449066162109375,anonymous,EN,6110611c85a03f73d1d8f02c,Yes,,,5,5.273,59.832,62.148,3,"i have a drinking problem, always drunk ",No,,,,,,,,,,,,,,,19.323,19.323,182.205,1,,,,,10.303,48.328,50.079,3,"drinking problem ",Yes,,,,,,,,"find a hobby ",seek help from professionals,"set a  drinking goal ","not keep alcohol in my house ","watch for peer pressure ","choose alcohol free days ","put it in writing ",,,,,,,,7,5,8,8,9,8,10,5,,,I am,24,Male,,High school diploma/A-levels,no,Control,,,,,,,,false,false,false,false,false,false,false
2021-08-21 16:56:31,2021-08-21 17:11:24,IP Address,104.223.100.171,100,893,True,2021-08-21 17:11:25,R_1QryoRiOA5z7ubN,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,61209df0184bcb39153fca7c,Yes,,,5,5.738,116.39,123.336,11,My most recent problem now is getting my own house. I am tired of paying rents,Yes,Save more money,Do some extra time at work,Request for a loan,Do some over time for an extra pay,Get a second job,Learn to save more,"Locate a nice environment for the building ",10,8,8,7,8,8,9,2.535,69.684,199.32,5,,,,,8.414,45.674,47.078,6,"My current problem is buying a house for myself ",No,10,8,7,8,8,9,8,,,,,,,,,,,,,,,,,,,,,,5,,,I am,38,Female,,Graduate degree (MA/MSc/MPhil/other),no,Control,false,false,false,false,false,false,false,,,,,,,
2021-08-21 16:56:25,2021-08-21 17:11:25,IP Address,189.203.149.102,100,900,True,2021-08-21 17:11:26,R_2uqAk71pp5YPYEl,,,,,20.7263946533203125,-103.387298583984375,anonymous,EN,611e8eb93bfbb9a9496689ac,Yes,,4,,2.366,270.591,271.754,4,"I applied for an scholarship to study abroad my bachelor's degree next year and my results will come around December or January, the problem is at the time I was applying I met a girl I really like and I was looking to have a relationship with, she's been really supportive but I know she doesn't like the idea of us getting into a relationship just for me to leave for years in a few months.",Yes,Not to have the relationship,Have the relationship and tell her I would leave,Have the relationship and tell her I would stay,,,,,4,7,7,,,,,,,,,0,0,178.479,0,1.296,123.121,124.744,3,I think I am going to win a scholarship to study abroad for several years and there is this girl that I really like and I see myself with for a long time.,No,5,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,1-10 times,I am,22,Male,,High school diploma/A-levels,yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:58:39,2021-08-21 17:11:34,IP Address,154.5.56.35,100,775,True,2021-08-21 17:11:34,R_29csGGUxbl5JfOB,,,,,49.25140380859375,-123.097198486328125,anonymous,EN,6107970aaca713ba67f6c063,Yes,,5,,0.883,48.551,49.462,2,"I have lost all drive to do anything with my career and am currently unemployed. I need to push past that, but daily stress of covid and separation from loved ones really makes that difficult.",Yes,Take classes to learn new skills,Practice talents to figure out what I'm best that and possibly turn that into a career,Go to therapy to talk to someone who can help with the mental stresses,Apply to various jobs to see who is willing to give me a chance to try a new field of work,,,,10,8,10,7,,,,0,0,185.375,0,,,,,1.057,140.423,141.694,2,"Over the last two years I have both lost my job, and my creative drive to make art and music. Covid has been the source of a lot of sadness, anxiety and emotional drainage, and I've been finding myself more and more panicked about my future and road to take with my career. The future is incredibly overwhelming, and the idea of screwing it up or causing myself more debt (in addition to the student loans I have) is incredibly stressful and disheartening.",Yes,,,,,,,,"Relocate- moving to a new city is only something you can do when you don't have ties, and with covi severing so many social ones, and losing me my job, it's a better time than ever to move and gather some new life experience, connections, and inspiration",Think about what makes me happiest and possibly try to figure out what career is in line with those activities so that I can be happy every day instead of just my days off,"Invent something new that I could sell. I'm a creative person. If I figure out how to get my drive back, I could come up with a new product and capitalize that","Apply for grants. I remember hearing about a Canadian young entrepreneurs loan that helps you start your small business. If I can do enough brainstorming, I could get funding from the government and push myself to commit to something, along with the support of business program",,,,10,8,10,5,,,,7,10,8,10,,,,5,,,I am,27,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,false,,,,false,false,false,false,,,
